Neighbourhood;Security Deposit;Availability 30;Availability 60;Availability 90;Availability 365;Review Scores Rating;Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Price;Cleaning Fee;Guests Included;Extra People;Cancellation Policy;Square Feet;Minimum Nights;Maximum Nights
Bellas Vistas;100.0;0;6;36;311;80.0;Bellas Vistas;Tetuán;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;38.0;60.0;2;5;moderate;;1;1125
;;28;58;88;363;92.0;Casa de Campo;Moncloa - Aravaca;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;20.0;;1;0;flexible;;2;1125
Villaverde;;7;16;46;46;100.0;Los Rosales;Villaverde;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;15.0;5.0;1;0;flexible;;1;1125
;150.0;0;0;0;0;100.0;Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;80.0;30.0;2;20;moderate;;1;1125
El Viso;150.0;10;18;48;323;84.0;El Viso;Chamartín;Apartment;Entire home/apt;8;2.0;3.0;6.0;Real Bed;75.0;;2;20;strict;;2;365
Arapiles;;0;0;0;0;;Arapiles;Chamberí;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;35.0;;1;0;flexible;;2;30
La Latina;300.0;17;36;63;338;97.0;Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;89.0;29.0;2;15;strict;;3;1125
;;9;29;55;327;84.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;50.0;12.0;1;0;flexible;;1;1125
;;30;60;90;365;100.0;Argüelles;Moncloa - Aravaca;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;35.0;;1;0;moderate;;30;1125
;;0;0;8;8;94.0;Ibiza;Retiro;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;30.0;15.0;2;0;moderate;;2;12
La Latina;;10;23;39;314;99.0;Embajadores;Centro;Apartment;Entire home/apt;6;1.0;3.0;3.0;Real Bed;80.0;50.0;4;12;strict;;3;1125
Sol;;2;9;26;204;93.0;Sol;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;40.0;;1;5;strict;;2;30
;;15;45;75;350;93.0;Embajadores;Centro;Condominium;Entire home/apt;4;1.0;1.0;1.0;Real Bed;79.0;;1;0;strict;;2;1125
;;24;54;84;356;97.0;Opañel;Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;28.0;5.0;1;0;flexible;;1;7
Palos do Moguer;;0;0;0;0;;Palos de Moguer;Arganzuela;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;87.0;25.0;2;15;strict;;2;1125
Palacio;;6;11;16;101;98.0;Palacio;Centro;Apartment;Entire home/apt;2;1.0;0.0;2.0;Real Bed;64.0;20.0;1;0;moderate;;3;1125
San Blas;125.0;0;0;0;111;98.0;Salvador;San Blas - Canillejas;Loft;Entire home/apt;3;1.0;0.0;1.0;Real Bed;60.0;17.0;2;0;moderate;;2;365
Embajadores;;0;0;0;0;93.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;54.0;10.0;2;10;moderate;;2;1125
Malasaña;300.0;12;28;28;28;94.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;70.0;35.0;1;0;strict;;3;1125
Malasaña;250.0;12;37;67;67;99.0;Universidad;Centro;Apartment;Entire home/apt;6;1.0;2.0;2.0;Real Bed;90.0;40.0;2;25;strict;;3;90
Pacifico;100.0;3;7;14;73;100.0;Pacífico;Retiro;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;40.0;25.0;1;25;strict;;2;1125
Guindalera;;5;11;12;236;91.0;Guindalera;Salamanca;Apartment;Private room;1;1.5;1.0;1.0;Real Bed;14.0;;1;0;flexible;;2;1125
;100.0;21;49;79;169;;Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;27.0;;1;20;flexible;;1;5
Malasaña;;5;10;24;289;82.0;Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;60.0;20.0;1;0;strict;;1;1125
;100.0;30;60;90;365;90.0;Arapiles;Chamberí;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;70.0;7.0;1;9;flexible;;2;5
Palos do Moguer;150.0;0;0;0;0;100.0;Palos de Moguer;Arganzuela;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;65.0;25.0;1;0;strict;;4;1125
Puente de Vallecas;;9;39;69;344;100.0;Palomeras Sureste;Puente de Vallecas;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;20.0;;1;20;flexible;;1;365
;;3;9;23;261;97.0;Embajadores;Centro;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;45.0;15.0;1;0;strict;;2;1125
Goya;150.0;5;21;41;303;92.0;Goya;Salamanca;House;Entire home/apt;7;1.5;3.0;4.0;Real Bed;160.0;30.0;5;30;moderate;;2;1125
Arapiles;200.0;8;30;54;329;80.0;Arapiles;Chamberí;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;90.0;49.0;2;11;flexible;;4;365
Valdeacederas;;23;49;79;354;90.0;Valdeacederas;Tetuán;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;17.0;;1;0;flexible;;1;8
Sol;99.0;1;5;10;246;96.0;Sol;Centro;Condominium;Entire home/apt;2;1.0;1.0;1.0;Real Bed;50.0;25.0;1;0;strict;;1;99
Justicia;;29;59;89;179;92.0;Justicia;Centro;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;90.0;40.0;1;0;moderate;;3;1125
;150.0;0;0;0;250;87.0;Acacias;Arganzuela;Apartment;Entire home/apt;2;1.0;0.0;1.0;Pull-out Sofa;33.0;25.0;1;0;strict;;3;1000
;;14;39;67;342;91.0;Prosperidad;Chamartín;House;Private room;2;2.0;1.0;1.0;Real Bed;35.0;;1;0;flexible;;1;1125
;;27;57;87;177;83.0;Pinar del Rey;Hortaleza;House;Private room;2;1.0;1.0;1.0;Real Bed;16.0;;1;18;moderate;;1;1125
;100.0;7;28;31;121;86.0;Justicia;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;97.0;30.0;1;20;strict;;2;14
;;29;59;89;364;100.0;Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;110.0;;1;0;moderate;;1;1125
Malasaña;;3;5;10;242;87.0;Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;70.0;25.0;3;0;strict;;2;1125
Embajadores;;7;34;56;331;86.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;50.0;20.0;2;8;moderate;;3;90
Cortes;;1;9;18;212;95.0;Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;80.0;25.0;2;9;flexible;;3;1125
;;16;46;76;351;85.0;Hispanoamérica;Chamartín;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;52.0;50.0;2;18;strict;;1;1125
;100.0;11;29;46;321;94.0;Sol;Centro;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;95.0;30.0;2;10;moderate;;3;1125
Puente de Vallecas;;24;54;84;359;85.0;Portazgo;Puente de Vallecas;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;19.0;;1;15;strict;;1;1125
La Latina;300.0;15;31;53;144;100.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;99.0;30.0;2;0;strict;0.0;3;1125
;;16;46;76;351;86.0;Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;50.0;;2;20;moderate;;2;7
La Latina;200.0;13;36;58;328;60.0;Palacio;Centro;Apartment;Entire home/apt;4;1.0;0.0;1.0;Real Bed;90.0;40.0;2;10;strict;;2;1125
;;0;0;6;62;;Argüelles;Moncloa - Aravaca;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;25.0;;1;5;strict;;4;1125
;100.0;13;43;66;341;73.0;Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;75.0;70.0;1;0;moderate;;3;1125
;;22;22;22;22;;Aravaca;Moncloa - Aravaca;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;30.0;;1;0;flexible;;1;1125
La Latina;;2;10;26;286;96.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;70.0;;2;5;strict;;4;1125
;100.0;0;0;0;0;;Trafalgar;Chamberí;Apartment;Private room;4;1.0;1.0;3.0;Real Bed;10.0;10.0;1;0;moderate;;12;365
Jerónimos;200.0;7;17;33;56;80.0;Jerónimos;Retiro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;104.0;49.0;2;24;strict;;3;1125
Embajadores;100.0;0;5;35;310;88.0;Embajadores;Centro;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;55.0;;1;15;flexible;;2;730
Prosperidad;200.0;0;10;40;41;100.0;Prosperidad;Chamartín;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;58.0;15.0;2;10;moderate;;4;1125
San Blas;150.0;7;37;67;338;100.0;Simancas;San Blas - Canillejas;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;50.0;25.0;1;0;moderate;;3;1125
San Blas;;28;58;86;360;83.0;Rejas;San Blas - Canillejas;Apartment;Entire home/apt;3;2.0;2.0;2.0;Real Bed;90.0;;1;0;flexible;646.0;1;365
Sol;150.0;16;44;71;216;87.0;Sol;Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;65.0;30.0;2;10;moderate;;4;30
Trafalgar;;3;17;37;312;93.0;Trafalgar;Chamberí;Apartment;Entire home/apt;2;1.0;0.0;2.0;Real Bed;40.0;15.0;1;0;flexible;;1;1125
Argüelles;70.0;5;15;41;316;96.0;Argüelles;Moncloa - Aravaca;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;25.0;;1;0;strict;;3;1125
Cortes;200.0;7;15;42;309;86.0;Cortes;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;42.0;10.0;1;0;strict;;2;200
Argüelles;;18;48;78;353;100.0;Argüelles;Moncloa - Aravaca;Other;Private room;2;2.0;1.0;1.0;Real Bed;36.0;6.0;1;8;strict;;1;5
Fuencarral-el Pardo;150.0;0;0;0;0;;Pilar;Fuencarral - El Pardo;Apartment;Entire home/apt;4;1.0;2.0;4.0;Real Bed;74.0;;1;0;moderate;;6;1125
;;17;41;71;71;97.0;Prosperidad;Chamartín;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;24.0;8.0;1;10;moderate;;1;1050
Sol;175.0;12;27;51;141;96.0;Sol;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;110.0;36.0;1;0;flexible;;2;1125
;;14;16;46;321;;Embajadores;Centro;Apartment;Private room;4;1.0;2.0;2.0;Real Bed;28.0;5.0;1;12;flexible;;1;1125
;;6;6;11;64;;Canillas;Hortaleza;Apartment;Entire home/apt;8;2.0;4.0;8.0;Real Bed;90.0;;1;0;moderate;;7;1125
;200.0;8;22;35;293;100.0;Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;85.0;40.0;1;0;moderate;;2;1125
;;0;0;8;283;80.0;Gaztambide;Chamberí;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;28.0;;1;0;moderate;;5;1125
;90.0;0;0;0;0;90.0;San Diego;Puente de Vallecas;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;15.0;;1;5;flexible;;3;1125
;;1;7;37;312;89.0;Trafalgar;Chamberí;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;;1;0;flexible;;1;1125
;200.0;9;23;47;208;93.0;Universidad;Centro;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;75.0;30.0;2;13;moderate;;2;1125
Cortes;;7;24;47;322;95.0;Cortes;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;26.0;;1;0;strict;;2;1125
;;10;31;61;62;100.0;Los Rosales;Villaverde;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;13.0;;1;0;moderate;;2;1125
Ciudad Lineal;500.0;9;27;49;135;99.0;Concepción;Ciudad Lineal;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;49.0;20.0;2;20;flexible;;1;1125
;;3;8;16;220;92.0;Sol;Centro;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;85.0;20.0;2;15;moderate;;2;180
;;4;34;63;264;98.0;Moscardó;Usera;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;14.0;14.0;1;10;strict;;2;1125
Pacifico;150.0;10;29;53;323;97.0;Pacífico;Retiro;Apartment;Entire home/apt;7;1.0;3.0;5.0;Real Bed;130.0;50.0;5;15;flexible;;2;300
Sol;175.0;7;16;27;106;97.0;Sol;Centro;Other;Entire home/apt;5;2.0;3.0;3.0;Real Bed;135.0;42.0;4;10;strict;;2;1125
Cuatro Caminos;;29;59;89;364;98.0;Cuatro Caminos;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;Pull-out Sofa;30.0;;1;0;flexible;;1;1125
Sol;;19;33;63;336;86.0;Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;149.0;40.0;4;29;strict;;2;1125
Cortes;;30;60;90;365;80.0;Cortes;Centro;Apartment;Entire home/apt;8;1.5;3.0;5.0;Real Bed;275.0;;1;0;flexible;;5;1125
;280.0;11;41;71;145;;Fuentelareina;Fuencarral - El Pardo;Apartment;Entire home/apt;6;3.5;4.0;4.0;Real Bed;280.0;;1;0;moderate;;7;30
Justicia;100.0;5;14;37;309;85.0;Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;55.0;;5;0;strict;;3;1125
Goya;;11;41;71;162;;Goya;Salamanca;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;80.0;;1;0;flexible;;1;7
Lista;;10;10;10;10;96.0;Lista;Salamanca;Apartment;Private room;1;0.5;1.0;1.0;Real Bed;25.0;;1;0;moderate;;2;1125
Carabanchel;;1;7;16;270;93.0;Palacio;Centro;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;45.0;10.0;1;0;strict;;1;10
;;11;40;70;71;;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;40.0;;1;0;flexible;;1;1125
;88.0;30;60;90;365;;San Isidro;Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;45.0;30.0;1;0;strict;;2;5
;;0;0;0;0;100.0;Moscardó;Usera;House;Private room;1;1.0;1.0;1.0;Real Bed;20.0;;1;5;flexible;;1;1125
Cortes;;4;15;34;293;93.0;Cortes;Centro;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;99.0;200.0;7;30;strict;;2;90
La Latina;;2;16;46;321;88.0;Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;42.0;28.0;2;0;strict;;6;1125
Arapiles;;7;25;41;314;82.0;Arapiles;Chamberí;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;70.0;;1;0;flexible;0.0;2;30
Sol;150.0;13;34;60;225;99.0;Sol;Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;120.0;35.0;4;20;moderate;;2;120
Ciudad Jardin;150.0;14;37;60;180;99.0;Ciudad Jardín;Chamartín;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;65.0;40.0;2;10;strict;;2;1125
La Chopera;100.0;6;36;66;341;100.0;Chopera;Arganzuela;Apartment;Private room;1;0.5;1.0;1.0;Real Bed;21.0;;1;0;moderate;;3;1125
Palacio;;5;15;19;19;85.0;Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;33.0;;1;0;moderate;;2;1125
;;30;60;90;180;;Los Rosales;Villaverde;Apartment;Shared room;1;1.0;1.0;1.0;Real Bed;18.0;;1;0;flexible;;1;1125
Palacio;;0;0;0;267;98.0;Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;15.0;10.0;1;10;flexible;;91;1125
Sol;;5;14;29;109;;Sol;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;55.0;;1;0;strict;;2;1125
Malasaña;;3;7;7;104;92.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;76.0;;1;0;strict;;4;1125
San Blas;;4;31;54;54;100.0;Simancas;San Blas - Canillejas;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;25.0;;1;0;flexible;;2;14
;;1;1;22;22;100.0;Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;60.0;10.0;2;0;flexible;;3;4
;100.0;20;32;62;337;80.0;Ibiza;Retiro;Apartment;Private room;1;1.5;3.0;3.0;Real Bed;40.0;5.0;1;10;flexible;;3;1125
Embajadores;;0;1;25;288;85.0;Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Pull-out Sofa;35.0;;1;0;flexible;;6;1125
Embajadores;;14;44;74;349;94.0;Embajadores;Centro;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;32.0;10.0;1;15;moderate;;1;1125
Usera;200.0;14;14;15;59;78.0;Almendrales;Usera;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;40.0;40.0;1;0;strict;538.0;5;15
Sol;300.0;9;21;40;312;92.0;Sol;Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;80.0;40.0;2;10;strict;;1;1125
;;0;0;18;18;;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;3.0;3.0;Real Bed;75.0;;1;0;flexible;;4;4
Sol;;18;48;78;78;89.0;Sol;Centro;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;59.0;;1;0;flexible;;2;7
Palos do Moguer;250.0;1;10;40;315;97.0;Palos de Moguer;Arganzuela;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;85.0;60.0;1;0;flexible;650.0;3;90
Carabanchel;;12;42;72;347;;San Isidro;Carabanchel;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;20.0;;1;0;flexible;;1;1125
Malasaña;;0;0;0;0;20.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;35.0;;1;0;flexible;;1;7
La Latina;500.0;0;0;0;189;100.0;Embajadores;Centro;Apartment;Entire home/apt;6;2.0;2.0;2.0;Real Bed;;50.0;1;0;flexible;;3;1125
El Viso;;0;0;0;229;98.0;El Viso;Chamartín;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;26.0;;1;15;moderate;;1;90
;200.0;6;26;56;331;;Almagro;Chamberí;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;100.0;33.0;1;0;flexible;;4;365
Embajadores;;7;18;32;305;92.0;Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;50.0;25.0;2;10;moderate;;2;1125
Usera;100.0;10;33;59;332;92.0;San Fermín;Usera;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;21.0;10.0;1;5;strict;;2;1125
Embajadores;;11;37;67;335;88.0;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;28.0;;1;10;moderate;;3;1125
La Chopera;;30;60;90;365;;Chopera;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;20.0;;1;0;flexible;;1;1125
Hortaleza;;30;60;90;365;99.0;Canillas;Hortaleza;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;39.0;;2;0;flexible;;1;1125
Justicia;;10;28;50;325;90.0;Justicia;Centro;Apartment;Shared room;2;1.0;1.0;1.0;Real Bed;65.0;35.0;1;0;strict;;2;1125
Sol;150.0;7;16;26;298;96.0;Sol;Centro;Apartment;Entire home/apt;6;1.0;1.0;3.0;Real Bed;85.0;30.0;2;10;strict;;2;365
Malasaña;150.0;10;27;51;141;97.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;65.0;20.0;1;10;strict;0.0;1;1125
La Latina;;15;42;66;66;100.0;Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;75.0;25.0;2;10;strict;;1;1125
;;0;2;32;307;100.0;Castillejos;Tetuán;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;24.0;;1;0;flexible;;2;1125
Embajadores;100.0;12;39;63;338;84.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;55.0;25.0;2;16;moderate;;2;90
Malasaña;100.0;3;3;3;10;100.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;100.0;25.0;1;0;strict;;2;1125
;;0;0;0;0;;Mirasierra;Fuencarral - El Pardo;House;Private room;3;1.0;1.0;3.0;Real Bed;150.0;60.0;1;0;flexible;;1;1125
Goya;100.0;0;0;0;77;90.0;Goya;Salamanca;Apartment;Entire home/apt;5;1.0;3.0;5.0;Real Bed;74.0;25.0;3;15;moderate;;2;180
;200.0;5;19;32;288;73.0;Universidad;Centro;Apartment;Entire home/apt;6;1.0;2.0;2.0;Real Bed;95.0;35.0;1;0;strict;;2;1125
Palos do Moguer;89.0;5;17;34;115;83.0;Palos de Moguer;Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;49.0;25.0;3;0;moderate;;2;1125
;200.0;5;24;40;96;99.0;Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;59.0;35.0;2;15;moderate;;1;60
La Latina;;7;14;37;299;92.0;Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;Futon;18.0;9.0;1;13;moderate;;1;15
Ciudad Lineal;100.0;0;0;0;0;87.0;Quintana;Ciudad Lineal;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;60.0;;3;15;flexible;;2;60
La Latina;300.0;14;31;48;314;98.0;Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;;1;20;moderate;;2;1125
;;0;0;0;66;90.0;Palos de Moguer;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;21.0;;1;10;moderate;;1;1125
San Blas;;13;13;34;151;92.0;Simancas;San Blas - Canillejas;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;19.0;;1;10;strict;;2;1125
Carabanchel;;3;33;63;338;97.0;Puerta Bonita;Carabanchel;Condominium;Private room;1;1.0;1.0;1.0;Real Bed;30.0;;1;0;strict;;1;1125
Arapiles;;6;19;36;311;;Arapiles;Chamberí;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;50.0;;1;0;flexible;;2;30
;;8;28;37;273;89.0;Opañel;Carabanchel;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;19.0;5.0;1;0;strict;;3;1125
Aluche;;0;1;1;1;;Puerta del Angel;Latina;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;15.0;;1;0;moderate;;3;25
Hortaleza;;0;6;36;311;80.0;Apostol Santiago;Hortaleza;Other;Private room;1;1.0;1.0;1.0;Real Bed;15.0;;1;0;flexible;;1;1125
Malasaña;;24;54;84;359;91.0;Universidad;Centro;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;45.0;;1;15;strict;;2;1125
Guindalera;;6;36;66;341;68.0;Guindalera;Salamanca;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;19.0;;1;18;strict;;21;385
Argüelles;;0;0;0;0;97.0;Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;46.0;;1;0;flexible;;2;1125
Embajadores;100.0;14;36;58;331;88.0;Embajadores;Centro;Apartment;Entire home/apt;5;2.0;2.0;4.0;Real Bed;85.0;25.0;2;12;strict;;3;1125
Malasaña;150.0;7;29;47;322;100.0;Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;89.0;49.0;2;15;strict;;2;1125
;94.0;22;52;82;357;82.0;Universidad;Centro;Apartment;Private room;4;2.0;5.0;1.0;Real Bed;38.0;9.0;2;19;strict;;2;1125
Palacio;90.0;9;33;58;251;83.0;Palacio;Centro;Apartment;Entire home/apt;7;1.0;2.0;2.0;Real Bed;66.0;30.0;4;17;strict;;2;1125
Sol;200.0;0;0;3;3;;Sol;Centro;Apartment;Private room;2;5.0;1.0;1.0;Real Bed;34.0;;1;0;strict;;2;1125
;;13;43;61;152;98.0;Embajadores;Centro;House;Entire home/apt;4;1.0;1.0;1.0;Real Bed;80.0;30.0;2;20;moderate;;2;7
La Latina;100.0;17;47;77;168;100.0;Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;30.0;;1;0;flexible;;2;14
Justicia;;18;44;74;349;84.0;Justicia;Centro;Dorm;Shared room;10;2.0;1.0;10.0;Real Bed;14.0;;1;14;strict;;1;1125
Fuencarral-el Pardo;;30;60;90;365;;Peñagrande;Fuencarral - El Pardo;Apartment;Private room;2;;1.0;;Real Bed;74.0;;1;0;flexible;;1;1125
Cortes;;3;20;44;302;100.0;Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;85.0;;1;20;strict;;2;1125
;100.0;28;58;88;363;;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;39.0;5.0;1;25;flexible;;1;200
;;20;32;52;324;;Estrella;Retiro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;35.0;15.0;2;10;strict;;1;1125
Cortes;200.0;5;16;24;274;96.0;Cortes;Centro;Other;Entire home/apt;12;2.0;4.0;6.0;Real Bed;196.0;80.0;10;0;strict;;2;14
Fuente del Berro;70.0;8;14;20;73;92.0;Fuente del Berro;Salamanca;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;50.0;20.0;1;0;moderate;;3;1125
Jerónimos;;17;47;63;330;100.0;Jerónimos;Retiro;Apartment;Entire home/apt;6;2.0;2.0;6.0;Real Bed;220.0;;1;0;flexible;;2;1125
;;17;47;66;341;93.0;Embajadores;Centro;Apartment;Private room;4;1.0;1.0;3.0;Real Bed;35.0;;1;35;moderate;;2;1125
La Latina;200.0;17;27;57;332;86.0;Palacio;Centro;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;100.0;30.0;1;0;moderate;;3;1125
Malasaña;200.0;11;27;43;318;100.0;Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;65.0;40.0;2;10;moderate;;2;1125
Acacias;;2;7;19;28;96.0;Acacias;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;20.0;5.0;1;15;flexible;;1;10
Castilla;;7;33;63;296;100.0;Castilla;Chamartín;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;35.0;;1;0;flexible;;2;1125
Cortes;;14;44;74;349;92.0;Cortes;Centro;Apartment;Private room;5;2.0;1.0;4.0;Real Bed;32.0;12.0;2;28;strict;0.0;1;365
La Latina;;3;12;27;295;96.0;Embajadores;Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;70.0;30.0;3;10;strict;;2;1125
Justicia;;29;59;89;364;80.0;Justicia;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;55.0;;1;30;strict;;1;90
;;29;59;89;364;;Guindalera;Salamanca;House;Private room;1;1.0;1.0;1.0;Real Bed;70.0;5.0;1;0;flexible;;1;1125
;200.0;29;59;89;364;;Ibiza;Retiro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;40.0;;1;0;strict;;1;1125
